Year,Title,Genre
1900,After Dark in Central Park,
1900,Boarding School Girls' Pajama Parade,
1900,Buffalo Bill's Wild West Parad,
1900,Caught,
1900,Clowns Spinning Hats,
1900,Capture of Boer Battery by British,short documentary
1900,The Enchanted Drawing,
1900,Feeding Sea Lions,
1900,How to Make a Fat Wife Out of Two Lean Ones,comedy
1900,New Life Rescue,
1900,New Morning Bath,
1900,"Searching Ruins on Broadway, Galveston, for Dead Bodies",
1900,The Tribulations of an Amateur Photographer,
1900,Trouble in Hogan's Alley,comedy
1900,Two Old Sparks,short
1900,"The Wonder, Ching Ling Foo",short
1900,Watermelon Contest,short
1901,Acrobats in Cairo,
1901,An Affair of Honor,
1901,Another Job for the Undertaker,
1901,Arrival of Tongkin Train,
1901,The Artist's Dilemma,
1901,Band and Battalion of the U.S. Indian School,
1901,Barnum and Bailey's Circus,
1901,Beef Extract Room,
1901,Boxing in Barrels,
1901,Branding Hams,
1901,Buffalo Street Parade,
1901,A Busy Corner at Armour's,
1901,"The Bund, Shanghai",
1901,"Circular Panorama of the Base of the Electric Tower, Ending Looking Down the Mall",
1901,Circular Panorama of the Electric Tower and Pond,
1901,Circular Panorama of the Esplanade with the Electric Tower in the Background,
1901,"Coaling a Steamer, Nagasaki Bay, Japan",
1901,Convention of Railroad Passengers,
1901,"Cornell-Columbia-University of Pennsylvania Boat Race at Ithaca, N.Y., Showing Lehigh Valley Observation Train",
1901,Couchee Dance on the Midway,
1901,The Donkey Party,
1901,The Finish of Bridget McKeen,
1901,Follow the Leader,
1901,The Fraudulent Beggar,
1901,Fun at a Children's Party,
1901,A Good Joke,
1901,The Gordon Sisters Boxing,
1901,"Grand Entry, Indian Congress",
1901,Happy Hooligan April-Fooled,
1901,Happy Hooligan Surprised,
1901,Harbor of Shanghai,
1901,A Hold-Up,
1901,"Ice-Boat Racing at Redbank, N.J.",
1901,Indians No. 1,
1901,"Jeffries and Ruhlin Sparring Contest at San Francisco, Cal., November 15, 1901",
1901,A Joke on Grandma,
1901,Kansas Saloon Smashers,
1901,"Launching of the New Battleship 'Ohio' at San Francisco, Cal. When President McKinley Was There",
1901,Laura Comstock's Bag-Punching Dog,
1901,The Life of a Fireman,
1901,Love by the Light of the Moon,
1901,The Martyred Presidents,
1901,Midway Dance,
1901,Miles Canyon Tramway,
1901,Montreal Fire Department on Runners,
1901,Mounted Police Charge,
1901,The Old Maid Having Her Picture Taken,
1901,Opening of the Pan-American Exposition Showing Vice President Roosevelt Leading the Procession,
1901,Pan-American Exposition by Night,
1901,"Panorama of the Exposition, No. 1",
1901,"Panorama of the Exposition, No. 2",
1901,Panoramic View of the Fleet After Yacht Race,
1901,Panoramic View of the Temple of Music and Esplanade,
1901,"Panoramic View, Asheville, N.C.",
1901,Le Petit chaperon rouge,
1901,Photographing the Audience,
1901,"Pie, Tramp and the Bulldog",
1901,President McKinley and Escort Going to the Capitol,
1901,President McKinley Taking the Oath,
1901,President McKinley's Speech at the Pan-American Exposition,
1901,The Queen's Funeral,
1901,Le Rêve de Noël,
1901,Rocking Gold in the Klondike,
1901,Ruhlin in His Training Quarters,
1901,"Shad Fishing at Gloucester, N.J.",
1901,"Terrible Teddy, the Grizzly King",
1901,The Tramp's Dream,
1901,Tramp's Nap Interrupted,
1901,Trapeze Disrobing Act,
1901,A Trip Around the Pan-American Exposition,
1901,Turkish Dance,
1901,Twelve in a Barrel,
1901,Two Rubes at the Theatre,
1901,Upper Falls of the Yellowstone,
1901,"Washing Gold on 20 Above Hunker, Klondike",
1901,Wedding Procession in Cairo,
1901,Why Mr. Nation Wants a Divorce,
1901,"Wonderful Trick Donkey, The",
1901,"Yacht Race Fleet Following the Committee Boat 'Navigator' Oct. 4th, The",
1901,You Can't Lose Your Mother-in-Law,
1902,Arrival of Prince Henry (of Prussia) and President Roosevelt at Shooter's Island (1902),news short
1902,"The Burlesque Suicide, No. 2",
1902,Burning of Durland's Riding Academy,documentary short
1902,The Interrupted Bathers,comedy short
1902,Jack and the Beanstalk,
1902,Who Said Watermelon?,comedy short
1902,Snow White,
1903,"After Dark; or, the Policeman and His Lantern",
1903,Alice in Wonderland,
1903,An Up-to-Date Studio,
1903,A Visit to the Zoo,
1903,At Work in a Peat Bog,
1903,Automobile Explosion,
1903,The Ascent of Mont Blanc,
1903,Bicycle Dive,
1903,Bloodhounds Tracking a Convict,
1903,Buying a Baby,
1903,Cliff Scenery at the Fabbins,
1903,"Close Quarters, with a Notion of the Motion of the Ocean",
1903,Cruelty on the High Seas,
1903,A Coach Drive from Glengariffe to Kenmore,
1903,Discovered Through an Opera Glass,
1903,A Drove of Wild Welsh Mountain Ponies,
1903,The Delhi Camp Railway,
1903,DeVoy's Revolving Ladder Act,
1903,The Deserter,
1903,The Effects of a Trolley Car Collision,
1903,Firemen to the Rescue,
1903,The Goose Takes a Trolley Ride,
1903,Egyptian Fakir with Dancing Monkey,
1903,Electrocuting an Elephant,documentary
1903,English Barnyard Scene,
1903,Every Day Is Sunshine When the Heart Beats True,
1903,Fire!,
1903,Fife Getting Instructions from Committee,
1903,Fun on Board a Fishing Smack,
1903,The Great Train Robbery,western
1903,Hop Picking,
1903,How to Shut Up a Quarrelsome Wife,
1903,Light Heavyweight Championship Contest Between Root and Gardner,
1903,Little Tich and His Funny Feet,
1903,Murder Scene from 'King of the Detectives',
1903,Moses in the Bullrushes,
1903,Murphy's Wake,
1903,New York Harbor Police Boat Patrol Capturing Pirates,
1903,Nicholas Nickleby,
1903,Old Irish Cabin,
1903,"On the Bow River Horse Ranch at Cochrane, North West Territory",
1903,Only a Soldier Boy,
1903,Our New Cook,
1903,Over the Garden Wall,
1903,Panorama of the Lakes of Killarney from Hotel,
1903,"Passengers Embarking from S.S. Augusta Victoria, at Beyrouth",
1903,"The Pigeons, Place St. Marc, Venice",
1903,Pittsburgh Fire Department in Full Run,
1903,Polo Match for the Championship at Hurlingham,
1903,The Puzzled Bather and His Animated Clothes,
1903,Quarrelsome Neighbours,
1903,Railway Ride in the Alps,
1903,Reproduction of the Corbett-McGovern Fight,
1903,Rock of Ages,
1903,"The Runaway Match, or Marriage by Motor",
1903,Saturday Shopping,
1903,Scene in Canada -- Logging at Bear Creek,
1903,Scene in Canada -- Spearing Salmon in a Mountain Stream,
1903,A Search for Evidence,
1903,Sensational Hurdle Race,
1903,A Shocking Accident,
1903,S.S. St. Louis,
1903,Street Car Chivalry,
1903,A Substantial Ghost,
1903,The Tragical Tale of a Belated Letter,
1903,The Tramp's First Bath,
1903,A Trip Through the Gap of Dunloe,
1903,A Trip to the Giant's Causeway,
1903,Trouble in Hogan's Alley,
1903,"Trout Fishing, Landing Three Pounder",
1903,True Love Never Runs Smooth,
1903,Turning the Tables,
1903,"Two Little Vagabonds; or, The Pugilistic Parson",
1903,The Unexpected Bath,
1903,Wait Till Jack Comes Home,
1903,What Happened in the Tunnel,
1903,Wiring Pike in a Mill Stream,
1903,The Workman's Paradise,
1904,Alligator Farm,documentary
1904,The Automobile Race,
1904,The Chicago Fire,live documentary
1904,The Child Stealers,
1904,Decoyed,
1904,A Ferry in the Far East,
1904,Fording a Stream,
1904,The Great Baltimore Fire,
1904,High Diving and Reverse,
1904,Hurdle Jumping,
1904,An Intelligent Elephant,
1904,The Monkey Bicyclist,
1904,"Monkey, Dog and Pony Circus",
1904,Nervy Nat Kisses the Bride,
1904,A Nigger in the Woodpile,
1904,Parsifal,
1904,The Lover's Ruse,
1904,A Race for a Kiss,
1904,Raid on a Coiner's Den,
1904,Revenge!,
1904,A Railway Tragedy,
1904,Scarecrow Pump,comedy
1904,"The Strenuous Life; or, Anti-Race Suicide",comedy
1904,The Suburbanite,comedy
1904,"Westinghouse Works, 1904",
1905,"Adventures of Sherlock Holmes; or, Held for Ransom",
1905,Airy Fairy Lillian Tries on Her New Corsets,
1905,A Ballroom Tragedy,
1905,Burglar Bill,
1905,Coney Island at Night,
1905,"A Dog Lost, Strayed or Stolen",
1905,"Hippodrome Races, Dreamland, Coney Island",
1905,Escape from Sing Sing,
1905,"The Green Goods Man; or, Josiah and Samanthy's Experience with the Original 'American Confidence Game'",
1905,The Great Jewel Mystery,
1905,I.B. Dam and the Whole Dam Family,
1905,The Kleptomaniac,
1905,Impersonation of Britt-Nelson Fight,
1905,New York Subway,
1905,The Nihilists,
1905,"Moving Day; or, No Children Allowed",
1905,"License No. 13; or, The Hoodoo Automobile",
1905,Life of an American Policeman,
1905,The Little Train Robbery,
1905,The Night Before Christmas,
1905,A Kentucky Feud,
1905,Peeping Tom in the Dressing Room,
1905,The Newsboy,
1905,A Policeman's Love Affair,
1905,The Rat Trap Pickpocket Detector,comedy
1905,Reuben in the Opium Joint,
1905,Raffles the Dog,
1905,Raffles the Amateur Cracksman,adventure/romance
1905,The Seven Ages,
1905,The Servant Girl Problem,
1905,The Train Wreckers,
1905,"Tom, Tom, the Piper's Son",
1905,Watermelon Patch,
1905,The Whole Dam Family and the Dam Dog,
1905,The Vanderbilt Auto Race,
1906,The Automobile Thieves,short crime drama
1906,Dream of a Rarebit Fiend,short
1906,From Leadville to Aspen: A Hold-Up in the Rockies,short action/crime western
1906,Humorous Phases of Funny Faces,short animated cartoon
1906,Kathleen Mavourneen,short
1906,A Trip Down Market Street,short
1906,Waiting at the Church,short
1907,"Amateur Night; or, Get the Hook",
1907,Ben-Hur,historical
1907,Daniel Boone,biographical
1907,How Brown Saw the Baseball Game,comedy
1907,Laughing Gas,comedy
1907,Terrible Ted,short comedy
1907,The Tired Tailor's Dream,short comedy
1908,The Adventures of Dollie,drama
1908,Antony and Cleopatra,shakespeare
1908,Balked at the Altar,comedy
1908,The Bandit's Waterloo,drama
1908,The Black Viper,drama
1908,A Calamitous Elopement,comedy
1908,The Call of the Wild,adventure
1908,A Christmas Carol,drama
1908,Deceived Slumming Party,comedy
1908,Dr. Jekyll and Mr. Hyde,horrors
1908,The Fairylogue and Radio-Plays,fantasy
1908,The Fight for Freedom,western
1908,Macbeth,shakespeare
1908,Money Mad,crime
1908,The Red Man and the Child,western
1908,Romeo and Juliet,shakespeare
1908,The Taming of the Shrew,shakespeare
1908,The Tavern Keeper's Daughter,action
1909,A B C's of the U.S.A.,
1909,Adventures of a Drummer Boy,
1909,And a Little Child Shall Lead Them,
1909,At the Altar,drama
1909,Boots and Saddles,
1909,The Brahma Diamond,
1909,A Brave Irish Lass,
1909,A Burglar's Mistake,
1909,"C.Q.D.; or, Saved by Wireless; a True Story of the Wreck of the Republic",
1909,The Castaways,
1909,Cohen at Coney Island,
1909,Cohen's Dream,
1909,A Colonial Romance,
1909,The Cord of Life[1],
1909,The Cracker's Bride,
1909,The Criminal Hypnotist,
1909,Cure for Bashfulness,
1909,The Curtain Pole[1],comedy
1909,A Daughter of the Sun,
1909,The Deacon's Love Letters,
1909,The Deception,
1909,A Drunkard's Reformation,drama
1909,Edgar Allan Poe,
1909,The Energetic Street Cleaner,
1909,The Fascinating Mrs. Francis,
1909,A Fool's Revenge,
1909,A Friend in the Enemy's Camp,
1909,The Girls and Daddy[1],
1909,The Golden Louis,drama
1909,The Haunted Lounge,
1909,The Hindoo Dagger,
1909,His Ward's Love,
1909,His Wife's Mother,
1909,The Honor of the Slums,
1909,The Honor of Thieves,
1909,I Did It,
1909,"Jessie, the Stolen Child",
1909,Jones and His New Neighbors,
1909,The Joneses Have Amateur Theatricals,
1909,Kenilworth,
1909,King Lear,
1909,The Life of Napoleon,
1909,Love Finds a Way,
1909,The Love of the Pasha's Son: A Turkish Romance,
1909,The Lure of the Gown,
1909,The Mad Miner,
1909,The Maniac Cook,
1909,The Medicine Bottle,
1909,Midnight Disturbance,
1909,Mr. Jones Has a Card Party,
1909,Mrs. Jones Entertains,
1909,Napoleon and the Empress Josephine,
1909,The Old Soldier's Story,
1909,One Touch of Nature,"short, drama"
1909,The Politician's Love Story,
1909,The Poor Musician,
1909,The Prussian Spy,
1909,The Road Agents,
1909,The Road to the Heart,
1909,A Rural Elopement,
1909,The Sacrifice,
1909,The Salvation Army Lass,
1909,A Sister's Love: A Tale of the Franco-Prussian War,
1909,A Sister's Love,
1909,Tag Day,
1909,A Tale of the West,
1909,The Tenderfoot,
1909,Those Awful Hats,comedy
1909,Those Boys!,
1909,Tragic Love,
1909,Trying to Get Arrested,
1909,The Voice of the Violin,
1909,The Welcome Burglar[1],
1909,Where Is My Wandering Boy Tonight?,
1909,The Wooden Leg,
1909,A Wreath in Time,
1911,Baseball and Bloomers,silent sports
1911,The Black Arrow: A Tale of the Two Roses,drama
1911,Brown of Harvard,drama
1911,Cally's Comet,
1911,The Coffin Ship,adventure
1911,The Colonel and the King,drama
1911,Courting Across the Court,romantic comedy
1911,The Cowboy and the Lady,western
1911,Flames and Fortune,drama
1911,For Her Sake,
1911,Her Awakening,drama
1911,The Higher Law,drama
1911,David Copperfield,drama
1911,His Trust Fulfilled,drama
1911,The Italian Barber,drama
1911,The Last of the Mohicans,drama
1911,The New Superintendent,drama
1911,The Pasha's Daughter,
1911,Princess Clementina,adventure
1911,The Railroad Builder,
1911,The Scarlet Letter,drama
1911,The Smuggler,
1911,Sweet Memories,drama
1911,A Tale of Two Cities,
1911,That's Happiness,drama
1911,The Two Paths,drama
1911,The Voice of the Child,drama
1911,Won by Wireless,thriller
1912,All for a Girl,romantic comedy
1912,At the Foot of the Ladder,romantic drama
1912,Aurora Floyd,drama
1912,Baby Hands,drama
1912,The Bandit of Tropico,adventure
1912,A Battle of Wits,drama
1912,The Belle of Bar-Z Ranch,
1912,A Business Buccaneer,comedy
1912,Charge of the Light Brigade,war
1912,Conductor 786,comedy
1912,The County Fair,drama
1912,The Cry of the Children,drama
1912,The Deserter,
1912,The Eternal Mother,drama
1912,Dr. Jekyll and Mr. Hyde,horror
1912,For His Son,drama
1912,Frankfurters and Quail,drama
1912,From the Manger to the Cross,
1912,The Half-Breed's Way,western
1912,His Only Son,western
1912,It Happened Thus,romantic drama
1912,The Land Beyond the Sunset,
1912,A Leap for Love,romantic drama
1912,The Little Girl Next Door,drama
1912,The Musketeers of Pig Alley,drama
1912,A New Cure for Divorce,drama
1912,The New York Hat,
1912,The Old Bookkeeper,drama
1912,Petticoat Camp,comedy
1912,Please Help the Pore,drama
1912,The Power of Melody,drama
1912,Put Yourself in His Place,drama
1912,Saved from the Titanic,
1912,A Six Cylinder Elopement,romantic comedy
1912,Standing Room Only,drama
1912,The Street Singer,drama
1912,The Tell-Tale Message,drama
1912,The Thunderbolt,drama
1912,An Unseen Enemy,
1912,The Voice of Conscience,drama
1912,What Happened to Mary?,
1912,When the Heart Calls,western comedy
1912,With the Mounted Police,romantic thriller
1912,The Young Millionaire,drama
1913,The Adventures of Kathlyn,adventure serial
1913,American Born,
1913,"Article 47, L'",
1913,Atlantis,
1913,Back to Life,drama
1913,Barney Oldfield's Race for a Life,comedy
1913,Beau Brummel,adventure
1913,Beautiful Bismark,drama
1913,Bianca,
1913,Bloodhounds of the North,drama
1913,Bob's Baby,comedy
1913,The Caged Bird,
1913,Calamity Ann's Beauty,
1913,Calamity Ann's Dream,
1913,Calamity Anne's Inheritance,
1913,Calamity Ann's Vanity,
1913,"Calamity Ann, Heroine",
1913,Cohen Saves the Flag,comedy
1913,The Cub Reporter's Temptation,drama
1913,Cupid in a Dental Parlor,comedy
1913,A Desperate Chance,drama
1913,Dr. Jekyll and Mr. Hyde,horror
1913,The Evidence of the Film,crime
1913,The Face at the Window,drama
1913,His Chum the Baron,comedy
1913,Hulda of the Netherlands,
1913,Hurricane in Galveston,drama
1913,In the Secret Service,western
1913,A Little Hero,comedy
1913,Oil and Water,drama
1913,The Old Monk's Tale,drama
1913,The Quakeress,drama
1913,The Restless Spirit,drama
1913,Rory o' the Bogs,
1913,"Sally Scraggs, Housemaid",comedy
1913,The Telephone Girl and the Lady,drama
1913,Three Friends,drama
1913,The Twelfth Juror,drama
1914,The Amateur Detective,comedy
1914,The Archeologist,
1914,At the Potter's Wheel,
1914,The Avenging Conscience,"drama, horror"
1914,Back to the Farm,
1914,The Baggage Smasher,comedy
1914,The Bargain,western
1914,Barnyard Flirtations,comedy
1914,A Bath House Beauty,comedy
1914,The Battle of the Sexes,drama
1914,The Beggar Child,
1914,Between Showers,
1914,Billy's Rival,
1914,A Blowout at Santa Banana,comedy
1914,The Body in the Trunk,
1914,"Break, Break, Break",drama
1914,Brewster's Millions,comedy
1914,Brute Force,drama
1914,Business Versus Love,
1914,A Busy Day,comedy
1914,The Butterfly,
1914,Calamity Anne's Love Affair,western
1914,The Call of the North,adventure
1914,The Call of the Traumerei,
1914,The Cameo of the Yellowstone,western
1914,Captain Alvarez,historical drama
1914,Caught in a Cabaret,comedy
1914,Caught in the Rain,comedy
1914,The Certainty of Man,
1914,Chicken Chaser,comedy
1914,Cinderella,fantasy drama
1914,The Cocoon and the Butterfly,
1914,The Combination of the Safe,crime drama
1914,The Coming of the Padres,
1914,"Cruel, Cruel Love",comedy
1914,Damaged Goods,
1914,David Gray's Estate,
1914,Destinies Fulfilled,comedy
1914,Does It End Right?,
1914,Dough and Dynamite,comedy
1914,The Envoy Extraordinary,drama
1914,The Escape,drama
1914,The Exploits of Elaine,drama serial
1914,The Face on the Bar Room Floor,comedy
1914,The Fatal Mallet,comedy
1914,Fate's Decree,
1914,Fatty's Magic Pants,comedy
1914,Feast and Famine,
1914,A Film Johnnie,
1914,The Final Impulse,
1914,The Floor Above,mystery drama
1914,A Florida Enchantment,
1914,In the Footprints of Mozart,
1914,The Forbidden Room,drama
1914,Gentlemen of Nerve,comedy
1914,Gertie the Dinosaur,cartoon
1914,Getting Acquainted,comedy
1914,The Ghost Breaker,drama
1914,The Girl in the Shack,
1914,A Good Little Devil,drama
1914,The Green-Eyed Devil,
1914,A Happy Coersion,
1914,The Hazards of Helen,adventure serial
1914,Her Friend the Bandit,comedy
1914,Her Younger Sister,comedy
1914,His Faith in Humanity,
1914,His Father's Rifle,drama
1914,His Favourite Pastime,comedy
1914,"His Majesty, the Scarecrow of Oz",
1914,His Musical Career,comedy
1914,His New Profession,comedy
1914,His Prehistoric Past,comedy
1914,His Trysting Place,comedy
1914,"Home, Sweet Home",biographical drama
1914,The Hopes of Blind Alley,drama
1914,The Hunchback,drama
1914,Imar the Servitor,
1914,In Tune,
1914,In the Candlelight,
1914,In the Land of the Head Hunters,documentary drama
1914,In the Open,
1914,Jail Birds,
1914,Judith of Bethulia,biblical drama
1914,The Jungle,drama
1914,Kid Auto Races at Venice,comedy
1914,The Kiss,drama
1914,The Knockout,comedy
1914,Laughing Gas,comedy
1914,The Life of General Villa,drama
1914,Little Lord Fauntleroy,drama
1914,A Little Madonna,drama
1914,The Livid Flame,drama
1914,The Lost Sermon,
1914,Love and Bullets,comedy
1914,The Lover's Gift,
1914,"Lucille Love, Girl of Mystery",action serial
1914,The Lure of the Sawdust,drama
1914,Mabel at the Wheel,comedy
1914,Mabel's Blunder,comedy
1914,Mabel's Busy Day,comedy
1914,Mabel's Married Life,comedy
1914,Mabel's Strange Predicament,comedy
1914,The Magic Cloak of Oz,fantasy drama
1914,Making a Living,comedy
1914,The Man from Home,drama
1914,A Man's Way,
1914,The Masquerader,comedy
1914,The Master Key,serial
1914,The Master Mind,crime drama
1914,Mein Lieber Katrina,comedy
1914,Michael Strogoff (1914 film),drama
1914,Mein Lieber Katrina Catches a Convict,comedy
1914,The Mystery of the Hindu Image,drama
1914,Nature's Touch,
1914,The Navy Aviator,
1914,Neptune's Daughter,fantasy
1914,The New Janitor,comedy
1914,Old Enough to Be Her Grandpa,
1914,The Only Son,
1914,The Patchwork Girl of Oz,fantasy drama
1914,The Perils of Pauline,adventure serial
1914,The Power of Light,drama
1914,The Property Man,comedy
1914,Recreation,
1914,Redbird Wins,
1914,The Redemption of a Pal,drama
1914,Richelieu,biopic
1914,The Rose Bush of Memories,
1914,Rose of the Rancho,western
1914,"Rosemary, That's for Remembrance",drama
1914,The Rounders,comedy
1914,Salomy Jane,western
1914,Samson,drama
1914,Shotgun Jones,western
1914,Should a Woman Divorce?,drama
1914,Sir Galahad of Twilight,
1914,The Sleeping Sentinel,historical drama
1914,A Slice of Life,
1914,The Son of Thomas Gray,
1914,The Song of the Sea Shell,drama
1914,A Soul Astray,
1914,The Sower Reaps,drama
1914,Sparrow of the Circus,
1914,The Spoilers,drama
1914,The Squaw Man,western
1914,The Star Boarder,comedy
1914,A Story of Little Italy,
1914,The Story of the Olive,
1914,The Strength o' Ten,drama
1914,A Study in Scarlet,
1914,Sweet and Low,
1914,Such a Little Queen,comedy
1914,The Taming of Sunnybrook Nell,
1914,Tango Tangles,comedy
1914,The Telltale Knife,western
1914,The Ten of Spades,
1914,Tess of the Storm Country,drama
1914,Their Worldly Goods,
1914,This Is th' Life,
1914,Those Love Pangs,comedy
1914,A Ticket to Red Horse Gulch,western
1914,Tillie's Punctured Romance,comedy
1914,To Be Called For,comedy
1914,The Town of Nazareth,
1914,True Western Hearts,
1914,A Turn of the Cards,
1914,Twenty Minutes of Love,comedy
1914,Uncle Tom's Cabin (1914 film),drama
1914,The Unlawful Trade,drama
1914,The Unmasking,
1914,Unto the Weak,
1914,The Virginian,western
1914,What's His Name,comedy
1914,When a Woman Waits,
1914,The Widow's Investment,drama
1914,Wildflower,romance
1914,The Wishing Ring,comedy
1914,The Wrath of the Gods,drama
1914,The Wrong Birds,drama
1915,After Five,comedy
1915,After the Storm,
1915,Anna Karenina,historical drama
1915,The Arab,adventure
1915,The Assayer of Lone Gap,
1915,Auntie's Portrait,comedy short
1915,The Barren Gain,drama
1915,The Beachcomber,drama
1915,Beyond His Fondest Hopes,comedy
1915,Birth of a Nation,epic
1915,The Blot on the Shield,
1915,The Bluffers,
1915,Buckshot John,western
1915,Bughouse Bellhops,comedy
1915,Burlesque on Carmen,comedy
1915,The Captive,historical
1915,Carmen,adventure
1915,Carmen,adventure
1915,The Champion,comedy short
1915,The Cheat,drama
1915,Chimmie Fadden,"comedy, western"
1915,Chimmie Fadden Out West,"comedy, western"
1915,The Chorus Lady,comedy
1915,Christmas Memories,drama
1915,Close-Cropped Clippings,comedy
1915,The Commuters,comedy
1915,Competition,
1915,Court House Crooks,comedy
1915,David Harum,romantic comedy
1915,The Day of Reckoning,drama
1915,Double Trouble,comedy
1915,Drawing the Line,drama
1915,Enoch Arden,drama
1915,The Exile of Bar-K Ranch,western
1915,Fatty's Tintype Tangle,comedy
1915,A Fool There Was,drama
1915,A Foozle at the Tee Party,comedy
1915,Four Feathers,drama
1915,From Italy's Shores,comedy
1915,Fresh from the Farm,comedy
1915,The Girl of the Golden West,western
1915,A Girl of Yesterday,comedy
1915,Giving Them Fits,comedy
1915,The Golden Chance,drama
1915,A Good Business Deal,
1915,Great While It Lasted,comedy
1915,Hearts in Shadow,
1915,His New Job,comedy
1915,The Honor of the District Attorney,drama
1915,The Hungry Actors,comedy
1915,The Immigrant,drama
1915,In The Park,comedy
1915,In Trust,
1915,Inspiration,
1915,The Italian,drama
1915,Judge Not; or The Woman of Mona Diggings,drama
1915,Just Nuts,comedy
1915,Kindling,
1915,Lady Audley's Secret,drama
1915,The Lamb,
1915,The Little Lady Next Door,
1915,"Lonesome Luke, Social Gangster",comedy
1915,"Love, Loot and Crash",comedy
1915,Mabel and Fatty Viewing the World's Fair at San Francisco,
1915,The Man from Texas,western
1915,Martyrs of the Alamo,historical
1915,A Mixup for Mazie,
1915,Mountain Mary,
1915,The Newer Way,
1915,Peculiar Patients' Pranks,
1915,"Pete, the Pedal Polisher",
1915,The Poet of the Peaks,
1915,Pool Sharks,comedy short
1915,The Pretty Sister of Jose,romance
1915,Profit from Loss,
1915,A Question of Honor,
1915,Ragtime Snap Shots,
1915,The Raven,biography
1915,Regeneration,crime drama
1915,The Ring of Destiny,western
1915,"Ruses, Rhymes and Roughnecks",
1915,She Walketh Alone,
1915,Should a Wife Forgive?,drama
1915,The Silver Lining,
1915,A Small Town Girl,drama
1915,The Smuggler's Cave,drama
1915,The Solution to the Mystery,
1915,Some Baby,
1915,The Soul of Broadway,drama
1915,The Spirit of Adventure,
1915,Spit-Ball Sadie,
1915,Stingaree,serial
1915,A Submarine Pirate,comedy
1915,The Substitute Minister,
1915,Temptation,drama
1915,Terribly Stuck Up,
1915,Their Social Splash,comedy
1915,Tinkering with Trouble,comedy
1915,To Melody a Soul Responds,
1915,To Rent Furnished,
1915,The Toast of Death,drama
1915,The Tramp,comedy short
1915,The Two Orphans,drama
1915,The Unafraid,drama
1915,The Vampire (1915 film),drama
1915,The Warrens of Virginia,drama
1915,The Wasp,
1915,The Wild Goose Chase,comedy drama
1915,Willie Runs the Park,comedy
1915,Work,comedy
1916,"20,000 Leagues Under the Sea",action adventure
1916,A La Cabaret,comedy
1916,The Abandonment,drama
1916,American Aristocracy,adventure comedy
1916,The Americano,adventure
1916,Arthur's Desperate Resolve,comedy
1916,The Aryan,western drama
1916,Behind the Screen,comedy
1916,Betty of Greystone,drama
1916,Billy's War Brides,comedy
1916,The Broken Cross,romance
1916,The Bondman,drama
1916,Broken Fetters,comedy
1916,The Bruiser,drama
1916,The Children in the House,drama
1916,Civilization,drama
1916,The Count,comedy
1916,The Craving,drama
1916,The Curse of Quon Gwon,drama
1916,A Daughter of the Gods,drama
1916,The Decoy,drama
1916,Divorce and the Daughter,drama
1916,The Dream Girl,drama
1916,Dulcie's Adventure,drama
1916,Energetic Eva,comedy
1916,The Fatal Glass of Beer,comedy
1916,The Fate of the Dolphin,drama
1916,Fatty and Mabel Adrift,short comedy
1916,Felix on the Job,comedy
1916,The Fireman,short comedy
1916,The Floorwalker,short comedy
1916,The Gamble,drama
1916,The Gentle Art of Burglary,comedy
1916,Going Straight,drama
1916,The Good Bad Man,western
1916,Gretchen the Greenhorn,drama
1916,The Grey Sisterhood,mystery
1916,The Habit of Happiness,
1916,The Half-Breed,western
1916,He Wrote a Book,comedy
1916,The Heart of Nora Flynn,drama
1916,Hell's Hinges,
1916,The Highest Bid,
1916,His Picture,comedy
1916,Hoodoo Ann,comedy drama
1916,Hulda from Holland,drama
1916,The Innocent Lie,drama
1916,An Innocent Magdalene,drama
1916,Intolerance,epic drama
1916,Joan the Woman,historical
1916,La Bohème,period drama
1916,The League of the Future,
1916,Let Katy Do It,drama
1916,Lights of New York,drama
1916,Lillo of the Sulu Seas,
1916,Little Eve Edgarton,drama
1916,Lonesome Luke Leans to the Literary,short comedy
1916,Lonesome Luke Lolls in Luxury,short comedy
1916,"Lonesome Luke, Circus King",short comedy
1916,The Love Girl,drama
1916,The Love Hermit,drama
1916,Luke and the Bang-Tails,short comedy
1916,Luke and the Bomb Throwers,
1916,Luke and the Mermaids,short comedy
1916,Luke and the Rural Roughnecks,short comedy
1916,Luke Does the Midway,short comedy
1916,Luke Foils the Villain,short comedy
1916,Luke Joins the Navy,short comedy
1916,Luke Laughs Last,short comedy
1916,Luke Locates the Loot,
1916,Luke Lugs Luggage,short comedy
1916,Luke Pipes the Pippins,short comedy
1916,Luke Rides Roughshod,short comedy
1916,"Luke, Crystal Gazer",short comedy
1916,"Luke, Patient Provider",short comedy
1916,"Luke, Rank Impersonator",short comedy
1916,"Luke, the Candy Cut-Up",short comedy
1916,"Luke, the Chauffeur",short comedy
1916,"Luke, the Gladiator",short comedy
1916,Luke's Double,short comedy
1916,Luke's Fatal Flivver,short comedy
1916,Luke's Fireworks Fizzle,short comedy
1916,Luke's Late Lunchers,short comedy
1916,Luke's Lost Lamb,short comedy
1916,Luke's Movie Muddle,short comedy
1916,Luke's Newsie Knockout,short comedy
1916,Luke's Preparedness Preparations,short comedy
1916,Luke's Shattered Sleep,short comedy
1916,Luke's Society Mixup,short comedy
1916,Luke's Speedy Club Life,short comedy
1916,Luke's Washful Waiting,short comedy
1916,Macbeth,drama
1916,Madame X,drama
